Song Title,Primary Artist,Album/Single/EP,Apple Music URL,Artwork,Country-Restricted (Check if unavailable in certain countries)
Fallin',Alicia Keys,Songs In A Minor (Expanded Edition),https://geo.music.apple.com/ca/album/fallin/437027826?i=437027833&app=music&at=11lt62&ct=tracklink,2021-07-10 12.47.10.jpg (https://dl.airtable.com/.attachments/e9c8e34703c25c1418147354073b18b5/9876a911/2021-07-1012.47.10.jpg),
Girlfriend,Alicia Keys,Songs In A Minor (Expanded Edition),https://geo.music.apple.com/ca/album/girlfriend/437027826?i=437027830&app=music&at=11lt62&ct=tracklink,2021-07-10 12.47.15.jpg (https://dl.airtable.com/.attachments/dd97f88dbb723823a853f167d52d6409/d1b0a4f3/2021-07-1012.47.15.jpg),
Butterflyz,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/butterflyz/256936779?i=256937509&app=music&at=11lt62&ct=tracklink,2021-07-10 12.45.59.jpg (https://dl.airtable.com/.attachments/a2ae8394e064ed41e18388f0bf4ce050/cfd49eec/2021-07-1012.45.59.jpg),
Caged Bird,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/caged-bird/256936779?i=256937594&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.03.jpg (https://dl.airtable.com/.attachments/c6c3ef2ee29a238e36df73577c3ec94c/2bf07ac1/2021-07-1012.46.03.jpg),
Goodbye,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/goodbye/256936779?i=256937245&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.06.jpg (https://dl.airtable.com/.attachments/6b14aa3215706636ea68756269fcd253/c39d1d76/2021-07-1012.46.06.jpg),
How Come You Don't Call Me,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/how-come-you-dont-call-me/256936779?i=256936967&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.10.jpg (https://dl.airtable.com/.attachments/a53a4f3eab072ee13d12b506add576e6/d22dd8a2/2021-07-1012.46.10.jpg),
Jane Doe,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/jane-doe/256936779?i=256937191&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.21.jpg (https://dl.airtable.com/.attachments/da0d3748a7f801b7630398e72e5c7b57/d0fac66f/2021-07-1012.46.21.jpg),
Lovin' U,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/lovin-u/256936779?i=256937621&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.27.jpg (https://dl.airtable.com/.attachments/4e74a221e8d4378f4049e867eeb3632b/086dbac2/2021-07-1012.46.27.jpg),
Never Felt This Way,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/never-felt-this-way/256936779?i=256937460&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.32.jpg (https://dl.airtable.com/.attachments/323068420c60ae2019e48614c0f04887/f343bc53/2021-07-1012.46.32.jpg),
Piano & I,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/piano-i/256936779?i=256936834&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.37.jpg (https://dl.airtable.com/.attachments/b53e446f11bbb65e85ed7da0ad0a9a54/6b739f60/2021-07-1012.46.37.jpg),
Rock Wit U,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/rock-wit-u/256936779?i=256937062&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.42.jpg (https://dl.airtable.com/.attachments/18ad364ac2fdd41d52bbdfa0eff7f898/7a26699e/2021-07-1012.46.42.jpg),
Troubles,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/troubles/256936779?i=256937049&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.47.jpg (https://dl.airtable.com/.attachments/63251575e1276701527975699132f123/8924444b/2021-07-1012.46.47.jpg),
Why Do I Feel So Sad,Alicia Keys,Songs In A Minor,https://geo.music.apple.com/ca/album/why-do-i-feel-so-sad/256936779?i=256937586&app=music&at=11lt62&ct=tracklink,2021-07-10 12.46.59.jpg (https://dl.airtable.com/.attachments/c88397ae43183edae914c25adb588760/e6755f0d/2021-07-1012.46.59.jpg),
Mr. Man,Alicia Keys & Jimmy Cozier,Songs In A Minor,https://geo.music.apple.com/ca/album/mr-man/256936779?i=256937400&app=music&at=11lt62&ct=tracklink,,
Alma De Luz,Alvaro Soler,Magia,https://geo.music.apple.com/ca/album/alma-de-luz/1551787830?i=1551788536&app=music&at=11lt62&ct=tracklink,,
Magia,Alvaro Soler,Magia,https://geo.music.apple.com/ca/album/magia/1551787830?i=1551787833&app=music&at=11lt62&ct=tracklink,,
Mañana (feat. Cali y El Dandee),Alvaro Soler,Magia,https://geo.music.apple.com/ca/album/ma%C3%B1ana-feat-cali-y-el-dandee/1551787830?i=1551788169&app=music&at=11lt62&ct=tracklink,,
LEAVE ME ALONE,Amaarae,LEAVE ME ALONE - Single,https://geo.music.apple.com/ca/album/leave-me-alone/1520384594?i=1520384599&app=music&at=11lt62&ct=tracklink,,
3AM,Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/3am/1534617527?i=1534617609&app=music&at=11lt62&ct=tracklink,2021-07-11 18.54.59.jpg (https://dl.airtable.com/.attachments/f0136ffded90682e00d619a78528e9ed/646a4666/2021-07-1118.54.59.jpg),
CÉLINE (feat. Kyu Steed & 6),Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/c%C3%A9line-feat-kyu-steed-6/1534617527?i=1534617543&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.04.jpg (https://dl.airtable.com/.attachments/902fadd6d2c9be2e96b374e486a4c611/6c0797c5/2021-07-1118.55.04.jpg),
DAZED AND ABUSED IN BEVERLY HILLS,Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/dazed-and-abused-in-beverly-hills/1534617527?i=1534617606&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.22.jpg (https://dl.airtable.com/.attachments/18f8eff906e5517ff773bfdae7cde763/6875a8cb/2021-07-1118.55.22.jpg),
FANTASY (feat. Maesu & CKay),Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/fantasy-feat-maesu-ckay/1534617527?i=1534617530&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.28.jpg (https://dl.airtable.com/.attachments/56cebcdc18e1dd7a5242d8e6248ff322/368b6a77/2021-07-1118.55.28.jpg),
FEEL A WAY (feat. Moliy & Princess Adjua),Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/feel-a-way-feat-moliy-princess-adjua/1534617527?i=1534617537&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.34.jpg (https://dl.airtable.com/.attachments/4acfc3d8aecd07caf76aad9ee5c52022/002e93ed/2021-07-1118.55.34.jpg),
HELLZ ANGEL,Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/hellz-angel/1534617527?i=1534617542&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.38.jpg (https://dl.airtable.com/.attachments/96e0eb76d674b59e8fa75370ba0f750d/86c6b20c/2021-07-1118.55.38.jpg),
SAD GIRLZ LUV MONEY (feat. Moliy),Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/sad-girlz-luv-money-feat-moliy/1534617527?i=1534617610&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.43.jpg (https://dl.airtable.com/.attachments/d88474f2fcdb00d4109a587568116c03/da254e46/2021-07-1118.55.43.jpg),
"SAD, U BROKE MY HEART",Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/sad-u-broke-my-heart/1534617527?i=1534617607&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.51.jpg (https://dl.airtable.com/.attachments/55913c717bb680d4cf5749d750ba4305/3accd48d/2021-07-1118.55.51.jpg),
TRUST FUND BABY,Amaarae,THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/trust-fund-baby/1534617527?i=1534617541&app=music&at=11lt62&ct=tracklink,2021-07-11 18.55.57.jpg (https://dl.airtable.com/.attachments/7950ff79e56906468f9b9d1e09064de9/376ac18e/2021-07-1118.55.57.jpg),
FANCY,Amaarae,FANCY - Single,https://geo.music.apple.com/ca/album/fancy/1527135023?i=1527135024&app=music&at=11lt62&ct=tracklink,,
JUMPING SHIP,"Amaarae,Kojey Radical & Cruel Santino",THE ANGEL YOU DON'T KNOW,https://geo.music.apple.com/ca/album/jumping-ship/1534617527?i=1534617532&app=music&at=11lt62&ct=tracklink,2021-07-11 18.56.02.jpg (https://dl.airtable.com/.attachments/8742befc9173b2f120449de5325bc03c/bc499fb9/2021-07-1118.56.02.jpg),
Rápido,"Amenazzy,Farruko,Myke Towers & Rochy RD",F9: The Fast Saga (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/r%C3%A1pido/1569423035?i=1569423440&app=music&at=11lt62&ct=tracklink,2021-07-11 22.28.40.jpg (https://dl.airtable.com/.attachments/cea5004906966ee1a7fec05e7dc7399e/9b5d476b/2021-07-1122.28.40.jpg),
Best Day of My Life,American Authors,"""Oh, What a Life""",https://geo.music.apple.com/ca/album/best-day-of-my-life/1440851059?i=1440851075&app=music&at=11lt62&ct=tracklink,,
West Side Story: 7. America,"Angelina Reaux,Louise Edeiken,Stella Zambalis,Tatiana Troyanos & Leonard Bernstein",Bernstein: West Side Story,https://geo.music.apple.com/ca/album/west-side-story-7-america/1452642884?i=1452643127&app=music&at=11lt62&ct=tracklink,,
Furiosa,Anitta,F9: The Fast Saga (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/furiosa/1569423035?i=1569424110&app=music&at=11lt62&ct=tracklink,2021-07-11 22.28.45.jpg (https://dl.airtable.com/.attachments/f144c8b2bb30afea0a42bb79124a51c9/7dfba099/2021-07-1122.28.45.jpg),
Our Song,Anne-Marie & Niall Horan,Our Song - Single,https://geo.music.apple.com/ca/album/our-song/1566144679?i=1566144680&app=music&at=11lt62&ct=tracklink,2021-07-11 19.06.46.jpg (https://dl.airtable.com/.attachments/c66b8d89caa20a4da755985ba0198c8d/7777a8fa/2021-07-1119.06.46.jpg),
"Devil's Dance (From ""The Witches of Eastwick"")","Anne-Sophie Mutter,Vienna Philharmonic & John Williams",John Williams in Vienna,https://geo.music.apple.com/ca/album/devils-dance-from-the-witches-of-eastwick/1513406970?i=1513407127&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.33.jpg (https://dl.airtable.com/.attachments/789e981cca81c231d071c11bee1c0c5c/ae6bd52b/2021-07-1120.57.33.jpg),
"Triple Concerto in C Major, Op. 56: 2. Largo - attacca (Live at Philharmonie, Berlin / 2019)","Anne-Sophie Mutter,Yo-Yo Ma,Daniel Barenboim & West-Eastern Divan Orchestra",Beethoven: Triple Concerto & Symphony No. 7 (Live),https://geo.music.apple.com/ca/album/triple-concerto-in-c-major-op-56-2-largo-attacca-live/1497012013?i=1497012022&app=music&at=11lt62&ct=tracklink,,
"Triple Concerto in C Major, Op. 56: 3. Rondo alla Polacca (Live at Philharmonie, Berlin / 2019)","Anne-Sophie Mutter,Yo-Yo Ma,Daniel Barenboim & West-Eastern Divan Orchestra",Beethoven: Triple Concerto & Symphony No. 7 (Live),https://geo.music.apple.com/ca/album/triple-concerto-in-c-major-op-56-3-rondo-alla-polacca/1497012013?i=1497012023&app=music&at=11lt62&ct=tracklink,,
"Dartmoor, 1912 (From ""War Horse"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/dartmoor-1912-from-war-horse/1513406970?i=1513407137&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.41.jpg (https://dl.airtable.com/.attachments/1fcfab66862c547497de227ab54ad62c/e02d1b59/2021-07-1120.57.41.jpg),
"Imperial March (From ""Star Wars: The Empire Strikes Back"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/imperial-march-from-star-wars-the-empire-strikes-back/1513406970?i=1513407155&app=music&at=11lt62&ct=tracklink,2021-07-11 22.08.54.jpg (https://dl.airtable.com/.attachments/b41e4d41aec953f732e8f0379d2523bc/93dbe6da/2021-07-1122.08.54.jpg),
"Luke & Leia (From ""Star Wars: Return of the Jedi"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/luke-leia-from-star-wars-return-of-the-jedi/1513406970?i=1513407151&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.44.jpg (https://dl.airtable.com/.attachments/76589a688b8fb4f4c07be9cfaf47c751/4f423f4f/2021-07-1120.57.44.jpg),
"Main Title (From ""Star Wars: A New Hope"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/main-title-from-star-wars-a-new-hope/1513406970?i=1513407142&app=music&at=11lt62&ct=tracklink,2021-07-11 22.09.00.jpg (https://dl.airtable.com/.attachments/75ce411fb3c3125a707441f8c581db66/a0b277d0/2021-07-1122.09.00.jpg),
"Marion's Theme (From ""Indiana Jones and the Raiders of the Lost Ark"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/marions-theme-from-indiana-jones-raiders-lost-ark/1513406970?i=1513407140&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.50.jpg (https://dl.airtable.com/.attachments/a5b17a56af941a76da978e180f0d0e3e/a7361823/2021-07-1120.57.50.jpg),
"Suite (From ""Jaws"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/suite-from-jaws/1513406970?i=1513407139&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.22.jpg (https://dl.airtable.com/.attachments/77a64cd195b99806e2ed8a379c4d3a1e/0bb4afca/2021-07-1120.57.22.jpg),
"The Flight to Neverland (From ""Hook"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/the-flight-to-neverland-from-hook/1513406970?i=1513406973&app=music&at=11lt62&ct=tracklink,2021-07-11 20.57.58.jpg (https://dl.airtable.com/.attachments/7ba6ecbfb5b8be9cce9b4e889d952b65/d32abb49/2021-07-1120.57.58.jpg),
"The Rebellion is Reborn (From ""Star Wars: The Last Jedi"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/the-rebellion-is-reborn-from-star-wars-the-last-jedi/1513406970?i=1513407143&app=music&at=11lt62&ct=tracklink,2021-07-11 20.58.02.jpg (https://dl.airtable.com/.attachments/3723e7f5485e4801af2b4089644e7af3/41be9864/2021-07-1120.58.02.jpg),
"Theme (From ""Jurassic Park"")",Vienna Philharmonic & John Williams,John Williams in Vienna,https://geo.music.apple.com/ca/album/theme-from-jurassic-park/1513406970?i=1513407134&app=music&at=11lt62&ct=tracklink,2021-07-11 20.58.06.jpg (https://dl.airtable.com/.attachments/a5ce7cb827bb4fe9485599455ad0e9e9/abb78653/2021-07-1120.58.06.jpg),
The Best,Anthony Ramos,Space Jam : A New Legacy (Original Motion Picture Soundtrack),https://music.apple.com/ca/album/the-best/1571560471?i=1571560860,2021-07-11 20.21.05.jpg (https://dl.airtable.com/.attachments/4fa193e190257799de29df24905f2ceb/de4afa9a/2021-07-1120.21.05.jpg),
Blessings,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/blessings/1569927498?i=1569927500&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.28.jpg (https://dl.airtable.com/.attachments/08abda1db1f39abdb4c306618a519352/25a0c9cc/2021-07-1010.48.28.jpg),
Control,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/control/1569927498?i=1569927508&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.33.jpg (https://dl.airtable.com/.attachments/092cf8b42d5b870a3a816bf6992fe00b/da443138/2021-07-1010.48.33.jpg),
Échale,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/%C3%A9chale/1569927498?i=1569927502&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.38.jpg (https://dl.airtable.com/.attachments/1ea4496c2a783d408c7e27313d33c46e/22423b0e/2021-07-1010.48.38.jpg),
I Can't Get By,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/i-cant-get-by/1569927498?i=1569927756&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.43.jpg (https://dl.airtable.com/.attachments/030285c248b0ebf1a10f2872162aa1b7/1c39dbb9/2021-07-1010.48.43.jpg),
In The Night,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/in-the-night/1569927498?i=1569927504&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.48.jpg (https://dl.airtable.com/.attachments/aaca6c7b543482daad8b4c10edef6010/351bab19/2021-07-1010.48.48.jpg),
Lose My Mind,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/lose-my-mind/1569927498?i=1569927501&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.51.jpg (https://dl.airtable.com/.attachments/a85d55ad88efebab485c9a96a391541a/399d079c/2021-07-1010.48.51.jpg),
Love and Lies,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/love-and-lies/1569927498?i=1569927503&app=music&at=11lt62&ct=tracklink,2021-07-10 10.48.59.jpg (https://dl.airtable.com/.attachments/4229328887672e7ef5dfa5df8180c982/828f99eb/2021-07-1010.48.59.jpg),
Masterpiece,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/masterpiece/1569927498?i=1569927510&app=music&at=11lt62&ct=tracklink,2021-07-10 10.49.08.jpg (https://dl.airtable.com/.attachments/904a2eae30d9b68305252ae97152d4c5/3c31bcf2/2021-07-1010.49.08.jpg),
Nobody Else,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/nobody-else/1569927498?i=1569927513&app=music&at=11lt62&ct=tracklink,2021-07-10 10.49.13.jpg (https://dl.airtable.com/.attachments/2cc89fd4bcea108df1a333999adc48ca/cdf61c97/2021-07-1010.49.13.jpg),
Right Now,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/right-now/1569927498?i=1569927507&app=music&at=11lt62&ct=tracklink,2021-07-10 10.49.17.jpg (https://dl.airtable.com/.attachments/ee9e71d40dc123872043e360b27801bb/7e9d975c/2021-07-1010.49.17.jpg),
Satisfy You,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/satisfy-you/1569927498?i=1569927515&app=music&at=11lt62&ct=tracklink,2021-07-10 10.50.01.jpg (https://dl.airtable.com/.attachments/90950de2f11dd25aeefdd433a8f13dda/ab2bf161/2021-07-1010.50.01.jpg),
Say Less,Anthony Ramos,Love and Lies,https://geo.music.apple.com/ca/album/say-less/1569927498?i=1569927505&app=music&at=11lt62&ct=tracklink,2021-07-10 10.49.26.jpg (https://dl.airtable.com/.attachments/121210a6559fbbdec74b756ce38c11c0/cbb69ab8/2021-07-1010.49.26.jpg),
In The Heights,"Anthony Ramos,Lin-Manuel Miranda,Olga Merediz,Jimmy Smits,Daphne Rubin-Vega,Stephanie Beatriz,Dascha Polanco,Corey Hawkins,Gregory Diaz IV & Melissa Barrera",In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/in-the-heights/1563820975?i=1563820977&app=music&at=11lt62&ct=tracklink,,
The Club,"Anthony Ramos,Melissa Barrera & Corey Hawkins",In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/the-club/1563820975?i=1563821100&app=music&at=11lt62&ct=tracklink,,
Home All Summer (feat. Marc Anthony),Anthony Ramos & Leslie Grace,In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/home-all-summer-feat-marc-anthony/1563820975?i=1563821119&app=music&at=11lt62&ct=tracklink,,
Piragua,Lin-Manuel Miranda,In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/piragua/1563820975?i=1563821082&app=music&at=11lt62&ct=tracklink,,
Paciencia Y Fe,Olga Merediz,In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/paciencia-y-fe/1563820975?i=1563821105&app=music&at=11lt62&ct=tracklink,,
No Me Diga,"Daphne Rubin-Vega,Stephanie Beatriz,Dascha Polanco,Leslie Grace & Melissa Barrera",In The Heights (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/no-me-diga/1563820975?i=1563820984&app=music&at=11lt62&ct=tracklink,,
Bridge Over Troubled Water,Aretha Franklin,30 Greatest Hits,https://geo.music.apple.com/ca/album/bridge-over-troubled-water/933578756?i=933582141&app=music&at=11lt62&ct=tracklink,,
no tears left to cry,Ariana Grande,sweetener,https://geo.music.apple.com/ca/album/no-tears-left-to-cry/1544323964?i=1544324124&app=music&at=11lt62&ct=tracklink,2021-07-10 13.06.30.jpg (https://dl.airtable.com/.attachments/667862985bd6b29d0fc931b1b0db6d99/1d3d99db/2021-07-1013.06.30.jpg),
Intro,Ariana Grande,Christmas & Chill - EP,https://geo.music.apple.com/ca/album/intro/1440839092?i=1440839331&app=music&at=11lt62&ct=tracklink,,
34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion],Ariana Grande,34+35 (Remix) [feat. Doja Cat & Megan Thee Stallion] - Single,https://geo.music.apple.com/ca/album/34-35-remix-feat-doja-cat-megan-thee-stallion/1548347498?i=1548347508&app=music&at=11lt62&ct=tracklink,,
better off,Ariana Grande,Sweetener,https://geo.music.apple.com/ca/album/better-off/1399202539?i=1399202961&app=music&at=11lt62&ct=tracklink,2021-07-10 13.05.17.jpg (https://dl.airtable.com/.attachments/eb9edf4610b228e4060389c822cfb1d6/ff47eb2e/2021-07-1013.05.17.jpg),
blazed (feat. Pharrell Williams),Ariana Grande,Sweetener,https://geo.music.apple.com/ca/album/blazed-feat-pharrell-williams/1399202539?i=1399202557&app=music&at=11lt62&ct=tracklink,2021-07-10 13.05.21.jpg (https://dl.airtable.com/.attachments/c6f911967557c998a6435b7e18564d9e/62c047b7/2021-07-1013.05.21.jpg),
borderline (feat. Missy Elliott),Ariana Grande,Sweetener,https://geo.music.apple.com/ca/album/borderline-feat-missy-elliott/1399202539?i=1399202960&app=music&at=11lt62&ct=tracklink,2021-07-10 13.05.25.jpg (https://dl.airtable.com/.attachments/65f1af1acdc48d93d315d3d52a0e9c58/14b2cb26/2021-07-1013.05.25.jpg),
